dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,icq,nof,nom,wmc,gc,rb
1,0,1,,0.0,7,0,2,0,0,1,1,0,0
5,0,6,,0.0,6,0,2,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,10,0.0,0.9565218,137,0,28,0,6,23,29,0,0
1,0,3,,0.0,7,0,1,0,0,1,1,0,0
1,0,5,,0.0,8,0,4,0,0,1,1,0,0
1,0,4,,0.0,20,0,7,0,0,1,3,0,0
4,0,15,0.0,0.6785714,147,0,16,0,6,14,25,0,0
1,0,6,,0.0,7,0,4,0,0,1,1,0,0
1,0,5,,0.0,5,0,1,0,0,1,1,0,0
1,0,4,,0.0,7,0,2,0,0,1,1,0,0
18,6,19,0.0,0.6805556,169,0,24,5,9,8,11,0,0
1,0,5,,0.0,8,0,4,0,0,1,1,0,0
1,0,5,,0.0,6,0,1,0,0,1,1,0,0
1,0,2,0.0,0.25,35,0,6,0,3,4,9,0,0
1,0,5,,0.0,9,0,6,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,6,0.0,0.0,8,0,1,0,0,2,2,0,0
2,0,2,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,1,,0.0,16,0,2,0,0,1,1,0,0
1,12,6,0.0,0.0,20,0,1,0,0,5,6,0,0
1,0,1,-1.0,1.0,5,0,0,0,1,1,1,0,0
1,0,5,,0.0,6,0,1,0,0,1,1,0,0
1,0,3,,0.0,6,0,1,0,0,1,1,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,3,,0.0,6,0,1,0,0,1,1,0,0
2,0,1,,0.0,6,0,0,0,1,1,1,0,0
1,0,5,,0.0,6,0,1,0,0,1,1,0,0
1,0,3,,0.0,8,0,2,0,0,1,1,0,0
1,0,3,,0.0,6,0,1,0,0,1,1,0,0
1,0,3,,0.0,9,0,4,0,0,1,1,0,0
3,0,6,0.0,0.627451,72,0,17,0,3,17,17,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,4,,0.0,3,0,0,0,0,1,1,0,0
1,0,1,,0.0,6,0,1,0,0,1,1,0,0
1,0,2,,0.0,7,0,1,0,0,1,1,0,0
1,0,1,,0.0,8,0,3,0,0,1,2,0,0
1,0,2,,0.0,9,0,4,0,0,1,2,0,0
1,0,2,,0.0,5,0,1,0,0,1,1,0,0
1,0,2,,0.0,10,0,4,0,1,1,2,0,0
1,0,1,,0.0,6,0,1,0,0,1,1,0,0
1,0,2,,0.0,9,0,4,0,0,1,2,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,4,,0.0,10,0,5,0,1,1,2,0,0
1,0,4,,0.0,10,0,5,0,1,1,2,0,0
1,0,4,,0.0,10,0,5,0,1,1,2,0,0
1,0,2,,0.0,17,0,5,0,0,1,3,0,0
4,0,6,0.0,0.0,11,0,2,0,0,3,3,0,0
1,0,2,,0.0,23,0,5,0,0,1,5,0,0
1,0,2,-1.0,,3,0,0,0,1,0,0,0,0
1,0,1,,0.0,6,0,2,0,0,1,1,0,0
5,0,4,0.0,0.0,17,0,4,0,0,3,3,0,0
1,5,10,0.0,0.7,125,0,38,0,2,30,39,0,0
1,2,2,,0.0,9,0,2,0,0,2,3,0,0
1,8,7,0.0,0.5833333,58,0,7,1,3,4,9,0,0
1,0,5,0.0,0.375,28,0,5,0,2,4,8,0,0
1,0,6,,0.0,14,0,4,0,0,1,1,0,0
1,0,5,,0.0,11,0,3,0,0,1,1,0,0
1,0,2,,0.0,10,0,3,0,1,1,2,0,0
3,1,7,0.0,0.0,102,0,26,0,0,7,13,0,0
1,0,5,,0.0,7,0,3,0,0,1,1,0,0
1,0,2,,0.0,9,0,3,0,0,1,2,0,0
1,0,4,,0.0,7,0,1,0,0,1,1,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,3,,0.0,8,0,2,0,0,1,1,0,0
1,0,3,,0.0,9,0,5,0,0,1,2,0,0
1,0,3,,0.0,5,0,1,0,0,1,1,0,0
5,0,7,0.0,0.0,14,0,6,0,0,4,5,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,1,,0.0,6,0,1,0,0,1,1,0,0
1,0,6,,0.0,7,0,3,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,1,4,0.0,0.84848493,73,0,14,0,3,11,16,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,1,0.0,0.0,15,0,0,0,0,6,6,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
1,0,1,,0.0,8,0,3,0,0,1,2,0,0
1,0,1,,0.0,8,0,3,0,0,1,2,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,2,,0.0,6,0,2,0,0,1,1,0,0
1,0,1,,0.0,6,0,1,0,0,1,1,0,0
1,0,1,,0.0,6,0,1,0,0,1,1,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,3,,0.0,7,0,3,0,0,1,1,0,0
1,0,1,,0.0,6,0,1,0,0,1,1,0,0
1,0,3,,0.0,7,0,1,0,0,1,1,0,0
1,0,1,,0.0,3,0,0,0,0,1,1,0,0
1,0,1,,0.0,22,0,0,0,0,1,1,0,0
1,0,2,,0.0,6,0,1,0,0,1,1,0,0
1,0,1,,0.0,6,0,1,0,0,1,1,0,0
1,0,0,,0.0,8,0,1,0,1,1,1,0,0
1,0,2,,0.0,5,0,1,0,0,1,1,0,0
12,71,30,0.0,0.8448276,713,0,107,7,4,58,125,1,0
1,0,8,0.0,0.0,40,0,5,0,0,3,4,0,0
4,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,4,0.0,0.0,6,0,0,0,0,4,4,0,0
1,0,8,0.0,0.0,40,0,5,0,0,3,4,0,0
2,0,4,0.0,0.0,12,0,2,0,1,3,3,0,0
5,19,11,0.0,0.0,137,0,2,4,0,7,7,0,0
4,0,4,0.0,0.0,11,0,2,0,0,3,3,0,0
3,0,3,,0.0,5,0,0,0,0,1,1,0,0
2,11,3,0.0,0.0,22,20,2,0,0,7,7,0,0
1,0,2,,0.0,17,0,0,0,0,1,1,0,0
1,0,7,0.0,0.0,25,0,3,0,0,3,3,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,4,0.0,0.0,123,0,14,1,0,23,23,0,0
2,1,5,0.0,0.0,22,0,6,0,0,4,8,0,0
1,0,3,,0.0,7,0,1,0,1,1,1,0,0
1,0,2,,0.0,5,0,2,0,0,1,1,0,0
1,0,3,0.0,0.0,45,0,5,0,0,3,3,0,0
4,0,4,0.0,0.3,22,0,4,0,2,5,5,0,0
2,0,4,0.0,0.92,191,0,18,0,1,25,39,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,,0.0,7,0,1,0,0,1,1,0,0
1,0,2,0.0,0.0,7,0,1,0,0,2,2,0,0
1,0,0,,0.0,6,0,1,0,0,1,1,0,0
3,0,11,0.0,0.0,51,0,20,0,0,7,9,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,1,,0.0,7,0,1,0,0,1,1,0,0
1,0,4,0.0,0.0,31,0,8,0,0,2,8,0,0
3,1,24,0.0,0.0,378,0,54,1,0,33,42,0,0
1,0,2,,0.0,5,0,3,0,0,1,1,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,3,,0.0,5,0,1,0,0,1,1,0,0
1,0,3,,0.0,15,0,0,0,2,1,1,0,0
1,10,4,0.0,0.0,12,2,2,0,0,6,6,0,0
1,0,5,0.0,0.0,9,0,3,0,0,2,2,0,0
1,0,3,0.0,0.0,8,0,0,0,0,2,3,0,0
1,0,7,0.0,0.0,11,0,4,0,0,3,3,0,0
1,0,3,0.0,0.0,8,0,0,0,0,2,3,0,0
2,2,10,0.0,0.5416667,47,0,8,0,2,12,13,0,0
4,8,11,0.0,0.0,36,0,15,1,0,3,4,0,0
1,0,2,,0.0,17,0,5,0,0,1,3,0,0
1,0,1,,0.0,56,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,0.0,0.0,20,0,1,0,0,6,6,0,0
1,0,1,,0.0,45,0,0,0,0,1,1,0,0
1,0,0,0.0,0.0,20,0,1,0,0,6,6,0,0
5,0,8,0.0,0.375,29,0,5,0,2,8,8,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
1,0,2,,0.0,12,0,5,0,0,1,1,0,0
1,0,2,0.0,0.0,14,0,2,0,0,2,4,0,0
7,25,12,0.0,0.85317457,356,0,33,6,18,14,36,0,0
1,0,0,,0.0,10,0,4,0,0,1,2,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,2,,0.0,5,0,1,0,0,1,1,0,0
1,0,2,,0.0,5,0,2,0,0,1,1,0,0
2,1,12,0.0,0.5,202,0,47,0,2,22,58,0,0
4,4,11,0.0,0.0,22,0,4,0,1,3,4,0,0
4,0,6,0.0,0.4666667,27,0,9,0,3,5,5,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,1,3,0.0,0.0,4,2,0,0,0,2,2,0,0
1,0,1,0.0,0.0,9,0,3,0,0,2,2,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,2,,0.0,6,0,4,0,0,1,1,0,0
1,0,2,,0.0,8,0,5,0,0,1,1,0,0
1,0,4,0.0,0.5,23,0,6,0,2,5,6,0,0
1,0,6,0.0,0.83500004,74,0,2,0,10,20,20,0,0
1,0,2,,0.0,17,0,5,0,0,1,3,0,0
1,0,2,,0.0,23,0,5,0,0,1,5,0,0
1,0,1,,0.0,5,0,2,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,1,,0.0,17,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,2,,0.0,7,0,4,0,0,1,1,0,0
1,0,4,,0.0,8,0,5,0,1,1,1,0,0
6,3,13,0.0,0.0,74,0,15,0,0,11,16,0,0
6,0,13,0.0,0.0,303,0,12,16,0,10,12,0,0
3,0,7,0.0,0.4107143,96,0,14,0,4,14,27,0,0
1,0,3,0.0,0.0,13,0,0,0,0,4,4,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
7,11,21,0.0,0.6666667,273,0,33,3,2,18,25,0,0
1,0,0,0.0,0.0,8,0,1,0,0,2,2,0,0
1,0,0,0.0,0.0,8,0,1,0,0,2,2,0,0
5,2,11,,0.0,7,0,9,0,0,1,1,0,0
1,0,2,,0.0,5,0,1,0,0,1,1,0,0
1,0,2,,0.0,10,0,2,0,0,1,2,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,3,0.0,0.0,27,0,6,0,0,5,5,0,0
1,7,1,0.0,0.0,8,4,0,0,0,6,6,0,0
1,10,4,0.0,0.8333333,38,16,17,0,1,6,16,0,0
1,0,1,,0.0,6,0,6,0,0,1,1,0,0
1,0,1,,0.0,10,0,1,0,0,1,2,0,0
1,0,10,0.0,0.5,31,0,6,0,3,4,8,0,0
5,1,13,0.0,0.0,43,0,28,0,0,7,7,0,0
3,0,4,,0.0,5,0,0,0,0,1,1,0,0
3,9,5,0.0,0.44444445,37,0,4,0,2,9,13,0,0
2,1,9,0.0,0.72619045,189,0,35,0,4,21,28,0,0
1,0,0,,0.0,3,0,0,0,0,1,1,0,0
1,0,0,,0.0,6,0,2,0,0,1,1,0,0
1,0,2,0.0,0.0,10,0,1,0,0,3,3,0,0
1,0,0,,0.0,12,0,2,0,0,1,1,0,0
1,0,7,0.0,0.375,16,0,3,0,4,2,3,0,0
3,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,3,,0.0,5,0,1,0,0,1,1,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,3,,0.0,5,0,1,0,0,1,1,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,2,,0.0,6,0,1,0,0,1,1,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
2,0,1,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,2,,0.0,5,0,2,0,0,1,1,0,0
1,0,4,,0.0,5,0,2,0,0,1,1,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
2,2,7,0.0,0.41666666,37,0,8,0,2,6,11,0,0
1,9,12,0.0,0.9285714,212,0,32,0,7,18,74,1,0
2,0,15,0.0,0.4166667,76,0,27,0,2,18,20,0,0
1,10,8,0.0,0.5,44,0,4,1,2,7,12,0,0
3,0,7,0.0,0.4,99,0,15,0,4,15,28,0,0
1,0,9,0.0,0.6166667,84,0,9,0,5,12,21,0,0
7,5,26,0.0,0.0,55,0,20,2,0,5,8,0,0
1,0,4,0.0,0.0,10,0,5,0,0,2,2,0,0
1,0,3,0.0,0.0,8,0,3,0,0,2,2,0,0
1,0,4,,0.0,13,0,9,0,0,1,4,0,0
2,0,2,0.0,0.75,16,0,2,0,2,4,4,0,0
1,0,5,,0.0,11,0,2,0,0,1,2,0,0
1,0,5,,0.0,16,0,7,0,0,1,4,0,0
1,0,5,,0.0,11,0,2,0,0,1,2,0,0
1,0,0,,0.0,7,0,2,0,0,1,1,0,0
1,0,6,0.0,0.33333334,26,0,2,0,3,3,6,0,0
1,0,6,0.0,0.4,23,0,2,0,2,5,6,0,0
1,0,0,,0.0,7,0,2,0,0,1,1,0,0
1,0,0,,0.0,7,0,2,0,0,1,1,0,0
1,0,1,,0.0,24,0,5,0,0,1,4,0,0
1,0,3,,0.0,11,0,2,0,0,1,2,0,0
1,0,4,,0.0,15,0,3,0,0,1,3,0,0
1,0,3,,0.0,11,0,2,0,0,1,2,0,0
1,0,3,,0.0,5,0,2,0,0,1,1,0,0
1,0,3,,0.0,11,0,2,0,0,1,2,0,0
1,0,4,,0.0,11,0,2,0,0,1,2,0,0
1,0,4,,0.0,11,0,2,0,0,1,2,0,0
1,0,4,,0.0,11,0,2,0,0,1,2,0,0
1,0,4,,0.0,11,0,2,0,0,1,2,0,0
1,0,4,0.0,0.0,23,0,5,0,0,3,7,0,0
1,0,2,,0.0,40,0,0,0,0,1,1,0,0
1,0,1,,0.0,6,0,2,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,1,,0.0,6,0,2,0,0,1,1,0,0
1,0,1,,0.0,6,0,2,0,0,1,1,0,0
1,0,0,,0.0,7,0,2,0,0,1,1,0,0
1,0,3,,0.0,10,0,5,0,0,1,2,0,0
1,0,1,,0.0,6,0,2,0,0,1,1,0,0
1,0,2,,0.0,13,0,6,0,0,1,3,0,0
1,0,0,,0.0,7,0,2,0,0,1,1,0,0
1,0,1,,0.0,6,0,2,0,0,1,1,0,0
5,0,8,0.0,0.61904764,34,0,11,0,3,7,7,0,0
1,16,15,0.0,0.0,49,0,11,1,0,14,14,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
1,0,1,,0.0,6,0,2,0,0,1,1,0,0
1,0,1,,0.0,6,0,2,0,0,1,1,0,0
1,0,1,,0.0,6,0,2,0,0,1,1,0,0
3,1,7,0.0,0.0,30,0,9,0,1,9,10,0,0
4,0,11,0.0,0.16666667,55,0,5,1,1,6,6,0,0
1,0,1,,0.0,6,0,2,0,0,1,1,0,0
1,0,0,,0.0,8,0,3,0,0,1,1,0,0
1,0,1,,0.0,7,0,3,0,0,1,1,0,0
1,0,1,,0.0,7,0,3,0,0,1,1,0,0
1,14,9,0.0,0.0,35,0,12,0,0,10,13,0,1
1,0,1,,0.0,6,0,3,0,0,1,1,0,0
1,0,1,,0.0,6,0,1,0,1,1,1,0,0
1,0,0,,0.0,8,0,3,0,0,1,1,0,0
1,0,1,,0.0,6,0,1,0,1,1,1,0,0
1,0,1,,0.0,7,0,3,0,0,1,1,0,0
1,0,1,,0.0,7,0,3,0,0,1,1,0,0
1,0,1,,0.0,11,0,0,0,0,1,1,0,0
4,0,8,0.0,0.5714286,26,0,1,0,3,7,7,0,0
6,1,5,0.0,0.0,21,0,6,0,0,3,5,0,0
1,0,2,,0.0,9,0,0,0,0,1,1,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
1,0,3,0.0,0.26666668,57,0,5,0,3,5,12,0,0
6,0,3,,0.0,5,0,0,0,0,1,1,0,0
1,0,8,,0.0,6,0,2,0,0,1,1,0,0
2,0,4,0.0,0.6666667,24,0,3,0,4,3,4,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
1,0,1,,0.0,4,0,0,0,0,1,1,0,0
3,0,9,0.0,0.5,132,0,14,1,2,12,16,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
2,0,1,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,6,0.0,0.5833333,19,0,1,0,3,4,4,0,0
2,10,7,0.0,0.85714287,98,4,15,0,1,7,29,0,0
1,0,1,,0.0,3,0,0,0,0,1,1,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
1,0,4,,0.0,5,0,4,0,0,1,1,0,0
1,0,2,,0.0,5,0,0,0,0,1,1,0,0
2,2,11,0.0,0.89285713,46,0,7,0,2,14,15,0,0
1,0,6,0.0,0.4,23,0,2,0,2,5,7,0,0
1,36,13,0.0,0.93,166,0,30,0,5,20,45,1,0
1,2,1,-1.0,0.0,2,0,0,0,0,0,0,0,0
5,1,7,0.0,0.0,17,0,9,0,0,3,3,0,0
1,0,3,0.0,0.2857143,40,0,8,0,1,7,10,0,0
2,0,10,0.0,0.73333335,33,0,6,0,3,5,7,0,0
2,0,2,,0.0,9,0,1,0,0,1,2,0,0
3,0,3,0.0,0.0,8,0,3,0,0,2,2,0,0
1,0,3,,0.0,13,0,6,0,0,1,3,0,0
1,0,3,,0.0,13,0,5,0,0,1,3,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
2,0,7,,0.0,12,0,8,0,0,1,1,0,0
6,1,10,0.0,0.65909094,77,0,15,2,4,11,15,0,0
1,0,2,,0.0,10,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
4,0,3,0.0,0.0,36,0,4,2,0,4,4,0,0
1,0,2,,0.0,17,0,0,0,0,1,1,0,0
1,0,1,0.0,0.0,8,0,0,0,0,2,2,0,0
1,0,9,0.0,0.25,16,0,5,0,1,4,4,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
5,9,11,0.0,0.0,87,0,20,1,0,23,25,0,0
6,3,5,0.0,0.6944445,106,8,7,2,4,9,10,0,0
1,10,4,0.0,0.0,7,0,0,0,0,5,5,0,0
1,0,5,,0.0,13,0,6,0,2,1,3,0,0
1,0,0,-1.0,0.0,4,0,0,0,0,0,0,0,0
1,0,2,0.0,0.33333334,18,0,6,0,2,3,4,0,0
1,0,0,,0.0,8,0,2,0,0,1,2,0,0
1,0,3,,0.0,6,0,6,0,0,1,1,0,0
1,0,2,,0.0,5,0,3,0,0,1,1,0,0
1,51,7,0.0,0.0,19,0,0,0,0,17,17,0,0
1,0,2,,0.0,5,0,3,0,0,1,1,0,0
1,0,2,,0.0,5,0,2,0,0,1,1,0,0
2,2,7,0.0,0.0,14,0,4,0,0,5,5,0,0
4,1,10,0.0,0.85714287,51,0,11,0,1,7,12,0,0
2,0,2,0.0,0.0,15,0,3,0,1,4,4,0,0
1,0,0,-1.0,0.0,1,0,0,0,0,0,0,0,0
1,0,1,,0.0,5,0,2,0,1,1,1,0,0
2,28,8,0.0,0.0,20,0,7,0,0,7,8,0,0
1,0,2,0.0,0.0,8,0,2,0,0,2,2,0,0
3,3,26,0.0,0.8181818,236,0,54,1,1,11,20,0,0
4,0,4,0.0,0.0,175,0,18,2,0,7,10,0,0
2,0,3,0.0,0.0,139,0,10,0,0,7,22,0,0
1,0,0,0.0,0.0,6,0,0,0,0,2,2,0,0
1,0,2,,0.0,8,0,4,0,0,1,1,0,0
2,0,2,,0.0,5,0,1,0,0,1,1,0,0
1,0,1,0.0,0.5,10,0,0,0,1,2,2,0,0
1,0,1,0.0,0.0,12,0,2,0,1,3,3,0,0
1,0,3,0.0,0.33333334,17,0,2,0,3,2,3,0,0
1,0,5,0.0,0.0,7,0,0,0,0,5,5,0,0
1,0,6,0.0,0.35000002,72,0,13,0,2,10,19,0,0
3,0,6,0.0,0.0,91,0,20,0,0,8,23,0,0
5,3,11,0.0,0.86904764,151,0,40,0,4,21,30,0,0
1,0,3,0.0,0.25,21,0,7,0,2,4,6,0,0
1,0,3,0.0,0.41666666,29,0,6,0,3,4,7,0,0
1,0,4,,0.0,22,0,0,0,0,1,1,0,0
4,0,0,,0.0,5,0,0,0,0,1,1,0,0
14,5,11,0.0,0.16666667,101,0,4,3,1,6,9,0,0
2,0,2,0.0,0.7200001,48,0,6,0,10,5,8,0,0
2,0,5,0.0,1.0,17,0,4,0,1,5,5,0,0
1,9,16,0.0,0.77678573,203,0,49,0,7,32,66,1,0
1,0,2,,0.0,10,0,2,0,0,1,2,0,0
2,1,16,0.0,0.3939394,267,0,53,0,3,33,38,0,0
1,0,4,0.0,0.0,20,0,1,0,0,5,6,0,0
2,2,12,0.0,0.0,23,0,6,0,0,3,3,0,0
1,0,2,0.0,0.5,67,0,2,0,1,2,2,0,0
1,0,8,0.0,0.5,49,0,16,0,4,4,9,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
4,0,9,0.0,0.7647059,89,0,20,0,3,17,35,0,0
1,0,2,,0.0,10,0,3,0,0,1,2,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,4,,0.16666667,62,0,11,1,3,2,10,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,4,5,0.0,0.0,20,0,1,0,0,5,6,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,6,0.0,0.6666667,62,0,15,0,3,3,14,0,0
1,0,1,0.0,0.0,9,0,1,0,1,2,2,0,0
3,2,21,0.0,0.8088889,762,0,149,6,3,75,105,1,0
6,15,18,0.0,0.9047619,76,0,31,0,1,21,28,0,0
2,0,1,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
3,0,4,0.0,0.0,17,0,2,0,1,3,5,0,0
2,2,4,0.0,0.0,15,0,4,0,1,4,4,0,0
1,0,1,,0.0,5,0,1,0,0,1,2,0,0
2,1,15,0.0,0.0,62,0,17,0,0,6,8,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
2,0,5,0.0,0.0,36,0,11,0,0,4,7,0,0
1,2,2,0.0,0.0,4,0,0,0,0,2,2,0,0
1,0,6,0.0,0.16666667,23,0,6,0,3,2,4,0,0
1,0,2,,0.0,14,0,1,0,0,1,1,0,0
1,0,1,,0.0,7,0,3,0,1,1,1,0,0
1,0,3,0.0,0.0,13,0,5,0,0,2,4,0,0
1,0,1,,0.0,7,0,2,0,0,1,1,0,0
1,0,3,0.0,0.0,7,0,0,0,0,2,2,0,0
1,0,1,,0.0,7,0,2,0,0,1,1,0,0
3,0,2,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,,0.0,7,0,2,0,0,1,1,0,0
1,0,1,,0.0,7,0,2,0,0,1,1,0,0
1,0,1,,0.0,7,0,2,0,0,1,1,0,0
1,0,3,,0.0,5,0,1,0,0,1,1,0,0
2,0,1,0.0,0.0,8,0,2,0,0,2,2,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,1,,0.0,3,0,0,0,0,1,1,0,0
2,5,9,0.0,0.0,15,0,5,0,0,5,5,0,0
1,32,5,0.0,0.0,122,0,2,1,0,5,7,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,1,,0.0,7,0,2,0,0,1,1,0,0
2,0,1,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,3,,0.0,5,0,3,0,0,1,1,0,0
3,6,16,0.0,0.625,179,0,32,5,1,8,22,0,0
1,0,1,0.0,0.0,12,0,2,0,1,3,3,0,0
1,0,5,0.0,0.6666667,53,0,7,0,4,3,17,0,0
1,0,1,0.0,0.33333334,33,0,5,0,3,3,7,0,0
3,1,37,0.0,0.0,672,0,139,12,0,108,130,1,0
3,0,9,0.0,0.0,44,0,16,0,0,6,15,0,0
1,0,4,0.0,0.4,24,0,5,0,2,5,6,0,0
2,0,3,,0.0,4,0,0,0,0,1,1,0,0
2,1,14,0.0,0.9411765,455,0,53,0,1,51,93,1,0
1,0,2,0.0,0.0,17,0,2,0,0,5,5,0,0
4,5,53,0.0,0.875,354,0,62,7,1,16,31,0,0
1,0,5,0.0,0.0,25,0,0,0,0,8,8,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,1,,0.0,5,0,1,0,0,1,1,0,0
1,0,3,0.0,0.25,10,0,1,0,2,2,2,0,0
1,0,8,0.0,0.75000006,32,0,7,0,4,6,9,0,0
1,5,7,0.0,0.0,22,0,6,0,0,10,10,0,0
2,0,13,0.0,0.0,237,0,45,0,0,29,43,0,0
2,1,7,0.0,0.0,29,0,0,0,0,9,9,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
7,6,17,0.0,0.0,82,0,22,1,0,5,7,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,6,0.0,0.0,17,0,7,0,0,6,6,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
