dit,fanin,fanout,lcc,lcom*,loc,noc,rfc,icq,nof,nom,wmc,gc,rb
2,0,5,0.0,0.0,123,0,7,0,0,21,21,0,0
2,0,4,0.0,0.0,30,0,4,0,0,5,5,0,0
5,2,22,0.0,0.9454887,429,0,98,1,19,28,134,1,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
5,2,7,0.0,0.0,54,0,13,0,0,4,16,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,2,,1.0,15,0,7,0,1,1,2,0,0
1,0,1,,0.0,3,0,0,0,0,1,1,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,,1.0,6,0,0,0,1,1,1,0,0
1,1,0,,0.0,12,0,0,0,0,2,2,0,0
1,0,0,,0.5,57,0,1,0,3,2,13,0,0
1,0,0,,0.0,15,0,2,0,0,1,6,0,0
4,4,9,0.0,0.8181818,146,2,24,1,5,11,23,0,0
4,1,5,0.0,0.0,55,0,11,0,0,3,18,0,0
2,1,3,0.0,0.0,23,0,4,0,0,4,4,0,0
9,2,14,,0.64285713,53,0,7,3,7,2,7,0,0
1,4,0,,0.0,3,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,,1.0,11,0,0,1,1,1,1,0,0
5,4,7,0.0,0.71428573,27,0,3,0,1,7,8,0,0
4,4,4,0.0,0.25,15,0,4,0,1,4,4,0,0
4,1,4,0.0,0.0,15,0,5,0,0,2,6,0,0
1,0,0,,0.0,17,0,1,1,1,1,1,0,0
1,0,0,,0.0,6,0,1,0,0,1,1,0,0
5,2,7,0.0,0.81818193,106,0,23,0,13,11,32,0,0
1,0,1,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,1,,0.0,8,0,0,1,0,1,1,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
2,0,2,0.0,0.8,53,0,10,1,2,5,12,0,0
1,1,1,0.0,0.0,8,0,0,0,0,2,2,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,1,1,,0.0,18,0,0,2,0,1,1,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,0.0,1.0,14,0,0,0,4,4,4,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
2,0,4,0.0,0.0,23,0,4,0,0,4,4,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
1,0,0,,0.0,6,0,0,0,0,1,2,0,0
2,1,3,-1.0,0.6666667,54,0,3,6,1,3,3,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,7,0.0,0.2857143,68,0,18,0,3,7,18,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,1,,0.0,4,0,0,0,0,1,1,0,0
1,1,0,,0.0,5,0,0,0,0,1,1,0,0
2,3,6,0.0,0.0,22,1,7,0,1,4,5,0,0
1,1,1,0.0,0.0,8,0,0,0,0,2,2,0,0
1,0,0,,0.0,13,0,0,0,0,1,3,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,1,,0.0,3,0,0,0,0,1,1,0,0
1,1,1,,0.0,3,0,0,0,0,1,1,0,0
1,0,0,,0.0,4,0,0,0,1,1,1,0,0
1,0,0,0.0,1.0,14,0,0,0,4,4,4,0,0
1,7,2,0.0,0.71428573,51,0,7,0,4,14,14,0,0
1,0,0,0.0,0.0,9,0,0,0,1,2,2,0,0
2,0,4,0.0,0.0,20,0,4,0,0,3,3,0,0
2,0,4,0.0,0.0,24,0,4,0,0,3,3,0,0
1,0,0,,0.0,3,0,0,0,0,1,1,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,1,0,-1.0,0.0,3,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
5,1,4,0.0,0.0,12,0,2,0,0,3,5,0,0
2,0,5,0.0,0.0,15,0,4,0,1,3,3,0,0
1,0,3,0.0,0.65,91,0,16,0,5,8,21,0,0
1,0,0,0.0,0.6666667,8,0,0,0,3,3,3,0,0
1,3,6,0.0,0.6,43,0,16,0,1,5,10,0,0
1,0,1,0.0,0.0,12,0,3,0,1,3,3,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,0,,0.0,10,0,0,0,3,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,4,0.0,0.0,12,0,3,0,0,2,2,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
5,2,8,0.0,0.75,37,0,17,0,2,6,11,0,0
1,0,0,,1.0,6,0,0,0,2,1,1,0,0
5,1,6,0.0,0.0,25,0,10,0,0,3,9,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,1,4,0.0,0.0,10,0,1,0,1,2,2,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,,0.0,6,0,0,0,0,1,1,0,0
1,0,1,-1.0,,11,0,0,0,4,0,0,0,0
2,7,3,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,1,-1.0,,4,0,0,0,2,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
5,5,23,0.0,0.7905406,690,0,71,5,4,37,101,0,0
1,0,0,0.0,0.5,31,0,0,0,10,2,4,0,0
1,0,0,,0.0,3,0,0,0,0,1,1,0,0
2,0,4,0.0,0.0,43,0,4,0,0,6,6,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
2,1,7,0.0,0.6666667,36,0,10,0,3,7,11,0,0
1,7,1,0.0,0.0,5,0,0,0,0,3,3,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
4,0,8,0.0,0.5,31,0,13,0,2,4,7,0,0
2,0,1,-1.0,0.0,2,0,0,0,0,0,0,0,0
4,2,10,0.0,0.75,75,0,16,0,5,8,17,0,0
1,2,6,0.0,0.69047624,101,0,22,0,6,7,20,0,0
1,4,0,-1.0,0.0,3,0,0,0,0,0,0,0,0
1,0,0,0.0,0.0,7,0,0,0,0,2,2,0,0
1,0,0,0.0,0.0,12,0,0,0,0,2,3,0,0
3,0,0,0.0,0.0,13,0,0,1,0,3,3,0,0
1,0,0,-1.0,,10,0,0,0,8,0,0,0,0
2,0,4,0.0,0.0,13,0,4,0,0,2,2,0,0
1,0,0,-1.0,,8,0,0,0,6,0,0,0,0
2,1,3,0.0,0.0,78,0,14,0,0,17,21,0,0
1,1,0,-1.0,0.0,4,0,0,0,0,0,0,0,0
3,1,0,,0.0,5,1,0,0,0,1,1,0,0
5,2,5,0.0,0.8888889,64,0,14,0,1,9,29,0,0
2,5,1,,0.0,4,2,0,0,0,1,1,0,0
1,47,0,,0.0,4,0,0,0,0,1,1,0,0
5,2,7,0.0,0.90909094,88,0,24,0,2,11,25,0,0
1,0,3,0.0,0.5,19,0,3,0,2,5,5,0,0
3,0,3,,0.0,7,0,3,0,0,1,1,0,0
4,2,10,0.0,0.6,69,0,17,0,3,5,18,0,0
1,0,3,0.0,0.7407407,80,0,13,0,6,9,18,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,2,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,5,0.0,0.0,26,0,5,0,1,5,5,0,0
1,0,0,-1.0,0.0,3,0,0,0,0,0,0,0,0
1,0,0,0.0,0.0,20,0,0,0,0,9,9,0,0
4,2,5,0.0,0.0,40,0,12,0,0,5,15,0,0
1,0,0,,1.0,9,0,0,0,2,2,2,0,0
1,0,0,0.0,0.0,7,0,0,0,0,2,2,0,0
1,11,1,0.0,0.0,8,0,0,0,0,6,6,0,0
1,1,2,,1.0,8,0,0,0,1,2,2,0,0
2,0,4,0.0,0.0,17,0,5,0,0,2,2,0,0
1,4,2,0.0,0.0,22,0,2,0,1,5,7,0,0
5,2,7,0.0,0.6,66,0,17,0,3,5,20,0,0
1,0,0,0.0,0.0,17,0,0,0,0,2,2,0,0
1,1,8,0.0,0.5185185,98,0,30,0,3,9,22,0,0
1,2,4,0.0,0.0,8,0,0,0,0,6,6,0,0
1,1,1,-1.0,0.6666667,12,0,1,0,1,3,3,0,0
2,0,5,0.0,0.0,25,0,5,0,1,5,5,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
2,4,1,,0.0,4,2,0,0,0,1,1,0,0
1,1,3,,1.0,27,0,1,0,15,2,2,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
6,5,16,0.0,0.8636364,240,2,48,4,7,22,50,1,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
8,1,8,0.0,0.0,145,1,12,6,1,4,24,0,0
1,0,0,-1.0,,3,0,0,0,1,0,0,0,0
4,1,1,0.0,0.5,12,0,2,0,2,2,3,0,0
1,33,6,0.0,0.0,14,0,0,0,0,12,12,0,0
1,0,0,-1.0,,5,0,1,0,3,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,1,2,0.0,0.95714283,51,0,1,0,5,14,14,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
5,2,7,0.0,0.71428573,102,0,13,0,1,7,45,0,0
1,46,7,0.0,0.9230769,115,0,25,0,2,13,30,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,,0.0,5,0,0,0,0,1,2,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
1,0,0,,0.0,5,0,0,0,0,1,2,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,0.0,0.0,8,0,0,0,0,2,2,0,0
1,14,1,0.0,0.0,14,0,6,0,0,3,3,0,0
1,0,0,-1.0,,17,0,0,0,2,0,0,0,0
4,2,10,0.0,0.8470588,172,0,33,1,5,17,58,1,0
1,0,0,,0.0,6,0,0,0,0,1,1,0,0
1,0,5,0.0,0.0,42,0,6,0,1,3,3,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
2,0,5,0.0,0.0,15,0,5,0,1,3,3,0,0
1,0,0,-1.0,0.0,19,0,0,2,0,0,0,0,0
1,0,0,0.0,1.0,21,0,1,0,6,5,5,0,0
1,0,1,0.0,0.0,9,0,0,0,0,3,3,0,0
1,0,0,,0.0,3,0,0,0,0,1,1,0,0
1,0,0,-1.0,,10,0,0,0,8,0,0,0,0
4,2,5,0.0,0.75,69,0,14,0,3,8,36,0,0
1,0,0,0.0,0.0,14,0,0,0,0,6,6,0,0
1,0,0,0.0,0.0,35,0,1,0,0,1,7,0,0
3,0,0,,0.0,5,0,0,0,0,1,1,0,0
3,0,0,,0.0,6,0,0,1,0,1,1,0,0
1,3,3,0.0,0.33333334,15,0,4,0,1,3,4,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
5,2,11,0.0,0.0,53,0,22,0,0,5,18,0,0
5,2,5,0.0,0.8333333,33,0,6,0,1,6,8,0,0
1,0,0,,0.0,13,0,0,0,0,1,3,0,0
1,0,0,-1.0,0.0,6,0,0,0,2,1,1,0,0
1,4,5,0.0,0.75,48,0,4,0,3,4,5,0,0
4,3,3,0.0,0.33333334,22,2,8,0,1,3,8,0,0
1,0,0,0.0,0.0,9,0,0,0,1,2,2,0,0
1,0,0,,0.0,4,0,0,0,1,1,1,0,0
2,0,4,0.0,0.0,19,0,5,0,0,3,3,0,0
1,0,0,-1.0,0.0,4,0,0,0,0,0,0,0,0
5,1,5,0.0,0.0,15,0,11,0,0,3,4,0,0
1,3,4,0.0,0.3,52,0,20,0,2,5,13,0,0
2,12,7,0.0,0.82857144,55,0,7,0,5,7,17,0,0
1,0,0,0.0,0.0,33,0,0,0,0,7,7,0,0
1,0,0,,0.0,5,0,3,0,0,1,1,0,0
1,0,0,,0.0,12,0,0,1,0,1,1,0,0
1,3,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,2,12,0.0,0.9047619,97,1,27,0,1,21,32,0,0
1,0,0,,0.5,14,0,0,1,2,1,1,0,0
1,1,1,0.0,0.0,6,1,0,0,0,2,2,0,0
1,0,0,,0.0,6,0,0,0,1,1,1,0,0
3,2,3,,0.0,5,0,0,0,0,1,1,0,0
1,0,7,0.0,0.0,108,0,26,0,0,7,8,0,0
1,6,1,0.0,0.0,4,0,0,0,0,2,2,0,0
2,0,4,0.0,0.0,26,0,4,0,0,4,4,0,0
1,0,0,0.0,1.0,17,0,0,0,1,2,2,0,0
3,2,5,0.0,0.0,13,0,7,0,0,3,3,0,0
1,6,2,0.0,0.0,13,6,1,0,0,4,4,0,0
1,0,0,-1.0,,3,0,0,0,1,0,0,0,0
1,0,0,0.0,0.0,9,0,0,1,0,2,2,0,0
1,0,0,0.0,0.0,15,0,2,0,0,3,4,0,0
1,0,0,-1.0,,3,0,0,0,1,0,0,0,0
1,0,0,0.0,0.0,14,0,0,1,0,4,4,0,0
1,3,1,0.0,0.0,15,2,2,0,1,4,4,0,0
1,0,1,0.0,1.0,9,0,0,0,1,2,2,0,0
2,0,4,0.0,0.0,13,0,5,0,0,2,2,0,0
4,5,11,0.0,0.77777785,55,4,16,0,3,9,14,0,0
1,0,0,-1.0,,3,0,0,0,1,0,0,0,0
1,2,2,,0.0,21,0,3,0,0,1,3,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,0.0,1.0,6,0,0,0,2,2,2,0,0
2,0,4,0.0,0.0,66,0,4,0,0,9,9,0,0
1,0,3,0.0,0.16666667,16,0,4,0,2,3,5,0,0
4,8,9,0.0,0.75757575,47,1,12,0,3,11,13,0,0
1,0,0,-1.0,,4,0,0,0,2,0,0,0,0
1,11,5,0.0,0.72727275,45,0,14,0,2,11,13,0,0
1,0,0,0.0,1.0,6,0,0,0,2,2,2,0,0
2,0,5,0.0,0.0,10,0,3,0,1,2,2,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,4,0.0,0.0,14,0,4,0,0,2,2,0,0
1,6,3,0.0,0.0,4,0,0,0,0,2,2,0,0
2,0,4,0.0,0.0,13,0,4,0,0,2,2,0,0
2,0,5,0.0,0.0,211,0,8,0,0,32,32,0,0
2,0,5,0.0,0.0,135,0,4,0,1,19,19,0,0
1,0,0,,0.0,3,0,0,0,0,1,1,0,0
2,0,4,,0.0,8,0,4,0,0,1,1,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,,4,0,0,0,2,0,0,0,0
1,0,0,-1.0,0.0,10,0,0,0,1,1,1,0,0
1,0,0,0.0,0.0,8,0,0,0,0,3,3,0,0
1,0,1,0.0,,10,0,0,0,2,0,2,0,0
1,1,1,0.0,0.9515152,109,0,4,0,7,15,22,0,0
1,0,0,,1.0,17,0,0,0,1,2,2,0,0
1,0,0,,0.0,3,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,3,0,0,0,0,1,1,0,0
2,0,5,0.0,0.0,30,0,3,0,1,7,7,0,0
1,0,0,0.0,1.0,14,0,0,0,4,4,4,0,0
2,0,4,,0.0,10,0,4,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,5,0.0,0.0,15,0,5,0,1,3,3,0,0
1,0,0,,0.0,11,0,1,0,0,1,3,0,0
1,2,0,,0.0,3,0,0,0,0,1,1,0,0
1,2,0,,0.0,3,0,0,0,0,1,1,0,0
1,0,0,0.0,0.0,14,0,0,0,0,6,6,0,0
4,2,7,0.0,0.5,56,0,18,0,3,4,14,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,18,2,0.0,0.8529411,128,0,20,0,14,17,33,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
3,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
4,3,7,0.0,0.8125,74,2,17,0,4,16,25,0,0
1,0,0,0.0,1.0,45,0,0,0,21,4,9,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,2,0.0,0.75,110,0,2,6,1,4,16,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,8,0,0,3,0,0,0,0,0
1,38,5,0.0,0.0,131,0,11,0,0,10,54,1,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
1,0,0,,1.0,6,0,0,0,2,1,1,0,0
1,0,0,0.0,1.0,14,0,0,0,4,4,4,0,0
1,0,0,-1.0,,8,0,0,1,1,0,0,0,0
1,0,0,0.0,1.0,14,0,0,0,4,4,4,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
4,6,3,,0.0,6,0,0,0,1,1,1,0,0
1,2,1,,0.0,3,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
4,1,26,0.0,0.90909094,287,0,54,4,14,22,46,1,0
4,2,2,0.0,0.0,12,2,0,1,0,2,2,0,0
2,0,4,0.0,0.0,17,0,3,0,0,3,3,0,0
1,3,5,0.0,0.5,60,0,6,0,2,5,14,0,0
3,0,2,0.0,0.0,11,0,0,0,0,4,4,0,0
1,1,2,0.0,0.0,9,0,1,0,1,2,3,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,1,2,,0.0,28,0,2,0,0,1,9,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,2,7,0.0,0.75,51,0,12,0,2,12,14,0,0
1,3,2,,0.0,3,0,0,0,0,1,1,0,0
1,1,1,0.0,0.0,138,0,2,0,0,4,50,0,0
1,0,0,,0.0,3,0,0,0,0,1,1,0,0
1,20,2,0.0,0.0,32,0,9,0,1,8,12,0,0
6,2,5,0.0,0.0,39,0,11,0,0,4,18,0,0
5,1,8,0.0,0.25,39,0,11,0,1,4,12,0,0
2,2,14,0.0,0.0,62,0,9,0,1,8,16,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
1,0,0,-1.0,,69,0,0,0,67,0,0,0,0
2,0,1,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,4,0.0,0.0,30,0,5,0,0,5,5,0,0
1,0,0,,0.0,6,0,0,0,0,1,2,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
4,2,6,0.0,0.0,53,0,15,0,0,7,15,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
1,1,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,2,0.0,0.0,38,0,18,0,0,3,5,0,0
4,2,6,0.0,0.8333333,59,0,13,0,4,6,20,0,0
1,0,0,0.0,0.0,16,0,0,0,0,3,3,0,0
1,2,1,0.0,0.0,63,0,5,0,0,8,30,0,0
1,6,4,0.0,0.85,63,0,1,0,8,15,16,0,0
1,5,0,,0.0,3,0,0,0,0,1,1,0,0
5,2,7,0.0,0.0,30,0,14,0,0,3,10,0,0
1,1,1,0.0,0.0,24,0,0,1,0,3,3,0,0
1,0,0,,0.0,7,0,0,0,1,1,1,0,0
1,2,1,0.0,0.5714286,28,0,0,0,3,7,7,0,0
1,0,0,0.0,0.0,20,0,1,0,0,2,5,0,0
1,0,0,0.0,1.0,70,0,0,4,4,4,4,0,0
2,0,4,0.0,0.0,19,0,4,0,0,3,3,0,0
4,1,4,0.0,0.5,31,0,10,0,1,4,11,0,0
1,0,0,0.0,0.0,49,0,0,0,0,3,14,0,0
5,3,6,0.0,0.25,19,0,7,0,2,2,4,0,0
2,2,5,0.0,0.0,28,0,11,0,0,5,9,0,0
2,1,15,0.0,0.9166667,89,0,24,0,1,12,13,0,0
5,2,4,0.0,0.625,32,0,10,0,2,4,10,0,0
4,1,3,0.0,0.6666667,20,0,4,0,2,3,5,0,0
1,0,0,,0.0,16,0,1,0,0,1,3,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
1,4,7,0.0,0.73846155,84,0,21,0,5,13,18,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,3,0.0,0.0,8,0,2,0,0,2,2,0,0
1,6,4,0.0,0.60714287,58,0,12,0,4,7,19,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,3,0.0,0.0,33,0,4,0,0,2,7,0,0
1,0,0,0.0,0.0,383,0,1,0,0,9,134,0,0
1,0,2,0.0,0.0,8,0,2,0,0,2,2,0,0
1,0,3,0.0,0.0,8,0,2,0,0,2,2,0,0
1,0,0,0.0,0.88,42,0,0,1,10,5,5,0,0
4,28,9,0.0,0.84523815,64,0,14,0,6,14,19,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,1,1,-1.0,0.0,68,0,3,11,0,3,3,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,2,0.0,0.6428572,28,0,6,0,4,7,9,0,0
5,1,4,0.0,0.75,19,0,3,0,1,4,6,0,0
1,0,0,0.0,0.0,12,0,0,1,0,2,2,0,0
4,2,6,0.0,0.4,65,0,12,0,1,5,33,0,0
1,0,0,0.0,0.0,10,0,0,0,0,4,21,0,0
4,1,2,0.0,0.5,31,0,9,0,2,4,9,0,0
1,3,2,0.0,0.4,23,0,4,0,1,5,7,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
3,2,4,0.0,0.0,14,0,2,0,0,4,4,0,0
1,0,0,0.0,0.0,62,0,0,0,0,2,19,0,0
2,1,6,0.0,0.0,27,0,7,0,0,5,5,0,0
2,4,8,0.0,0.72727275,56,0,19,0,1,11,17,0,0
1,0,0,-1.0,0.75,21,0,0,1,4,1,1,0,0
1,0,0,,1.0,18,0,1,1,2,2,2,0,0
1,0,1,-1.0,0.0,8,0,0,0,1,1,2,0,0
4,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
2,0,5,0.0,0.0,21,0,5,0,1,4,4,0,0
2,15,25,0.0,0.8875739,274,1,78,0,13,26,76,1,0
5,0,2,0.0,0.8333334,41,0,16,0,2,6,11,0,0
4,2,9,0.0,0.7846154,134,0,40,0,5,13,43,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
1,0,1,0.0,0.0,68,0,2,1,0,17,21,0,0
2,1,3,0.0,0.0,13,0,4,0,0,2,2,0,0
3,0,7,0.0,0.0,46,0,4,0,1,7,7,0,0
1,0,3,0.0,0.0,33,0,4,0,0,2,7,0,0
1,0,1,0.0,0.9910714,49,0,0,0,14,8,10,0,0
2,3,3,,0.0,7,3,1,0,0,1,1,0,0
2,0,1,0.0,1.0,11,0,3,0,1,2,2,0,0
1,0,0,-1.0,0.0,3,0,0,1,0,0,0,0,0
1,0,0,-1.0,0.0,10,0,0,3,0,0,0,0,0
2,0,4,0.0,0.0,13,0,4,0,0,2,2,0,0
1,0,0,0.0,0.97849464,84,0,1,0,3,31,33,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
1,0,0,0.0,0.625,31,0,2,0,4,8,8,0,0
1,0,0,0.0,0.0,55,0,1,0,0,2,20,0,0
1,1,1,,0.33333334,19,0,0,0,3,2,2,0,0
1,0,0,-1.0,,4,0,0,0,2,0,0,0,0
1,0,0,-1.0,,3,0,0,0,1,0,0,0,0
1,0,0,0.0,1.0,14,0,0,0,4,4,4,0,0
1,4,5,0.0,0.67777777,121,0,13,0,10,9,42,0,0
4,2,16,0.0,0.8461538,135,0,42,0,8,13,41,0,0
2,0,3,0.0,0.0,18,0,11,0,0,2,5,0,0
1,0,2,0.0,0.0,12,0,1,0,1,2,4,0,0
1,0,0,0.0,0.5,17,0,0,0,2,3,3,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,1,,0.0,6,0,1,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
2,0,4,,0.0,7,0,3,0,0,1,1,0,0
2,0,4,0.0,0.0,13,0,4,0,0,2,2,0,0
1,0,2,-1.0,1.0,16,0,0,2,4,2,2,0,0
4,0,1,0.0,0.33333334,11,0,0,0,1,3,3,0,0
1,0,7,0.0,0.6666667,36,0,6,0,1,3,6,0,0
1,5,4,0.0,0.2857143,51,0,10,0,1,7,15,0,0
1,2,2,0.0,0.33333334,79,0,4,0,3,4,19,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,0,,0.0,13,0,0,0,0,1,3,0,0
3,2,8,0.0,0.0,36,0,16,0,0,7,12,0,0
4,1,3,0.0,0.42857143,26,0,7,0,2,7,7,0,0
5,1,2,0.0,0.0,24,0,1,2,0,2,4,0,0
6,6,3,0.0,0.72727275,46,5,2,0,4,11,12,0,0
1,25,2,0.0,0.6969697,40,0,6,0,3,11,12,0,0
5,6,5,0.0,0.0,16,5,10,0,0,3,5,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
5,2,5,0.0,0.71428573,48,0,6,0,2,7,14,0,0
2,1,3,0.0,0.0,13,0,5,0,0,2,3,0,0
1,1,2,0.0,0.0,40,0,2,0,0,8,8,0,0
1,0,6,0.0,0.0,54,0,15,0,0,6,9,0,0
1,5,4,0.0,0.0,60,0,14,0,0,7,21,0,0
1,0,0,,0.0,20,0,1,0,0,1,1,0,0
1,0,0,,0.0,19,0,1,0,0,1,1,0,0
1,1,1,,0.0,26,0,1,0,1,1,1,0,0
4,3,9,0.0,0.5714286,95,2,25,1,1,7,30,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,-1.0,,3,0,0,0,1,0,0,0,0
1,0,1,0.0,0.375,17,0,0,0,2,4,4,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
4,1,4,0.0,0.0,25,0,5,0,0,4,9,0,0
4,2,10,0.0,0.7,108,0,51,0,1,10,22,0,0
4,2,10,0.0,0.8333333,83,0,27,0,4,12,32,0,0
2,2,12,0.0,0.89444447,216,0,34,1,12,15,36,0,0
1,0,0,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,-1.0,,3,0,0,0,1,0,0,0,0
1,0,0,,0.0,5,0,1,0,0,1,1,0,0
4,1,4,0.0,0.33333334,26,0,6,0,1,3,7,0,0
1,0,0,,0.0,4,0,0,0,0,1,1,0,0
1,0,1,,0.0,5,0,0,0,0,1,1,0,0
1,0,0,-1.0,0.0,2,0,0,0,0,0,0,0,0
1,0,0,,0.0,3,0,0,0,0,1,1,0,0
1,3,5,0.0,0.0,47,0,9,0,1,5,12,0,0
1,0,1,-1.0,,11,0,0,2,1,0,0,0,0
